Grupos,Valores de Cinza
Sabao em barra_1,168.68
Sabao em barra_1,169.85
Sabao em barra_1,171.07
Sabao em barra_1,170.69
Sabao em barra_1,168.77
Sabao em barra_1,168.04
Sabao em barra_1,168.55
Sabao em barra_1,169.7
Sabao em barra_1,168.63
Sabao em barra_1,169.33
Sabao em barra_1,169.13
Sabao em barra_1,168.84
Sabao em barra_1,169.02
Sabao em barra_1,167.45
Sabao em barra_1,166.42
Sabao em barra_1,168.45
Sabao em barra_1,170.57
Sabao em barra_1,171.63
Sabao em barra_1,171.47
Sabao em barra_1,170.06
Sabao em barra_1,166.51
Sabao em barra_1,167.2
Sabao em barra_1,168.48
Sabao em barra_1,170.36
Sabao em barra_1,172.03
Sabao em barra_1,171.77
Sabao em barra_1,167.19
Sabao em barra_1,167.51
Sabao em barra_1,166.88
Sabao em barra_1,169.4
Sabao em barra_1,170.92
Sabao em barra_1,171.47
Sabao em barra_1,170.94
Sabao em barra_1,168.81
Sabao em barra_1,166.49
Sabao em barra_1,166.5
Sabao em barra_1,167.63
Sabao em barra_1,170.11
Sabao em barra_1,170.75
Sabao em barra_1,169.93
Sabao em barra_1,169.07
Sabao em barra_1,168.59
Sabao em barra_1,167.64
Sabao em barra_1,168.2
Sabao em barra_1,168.97
Sabao em barra_1,170.34
Sabao em barra_1,170.96
Sabao em barra_1,172.24
Sabao em barra_1,169.87
Sabao em barra_1,167.84
Sabao em barra_1,168.49
Sabao em barra_1,168.52
Sabao em barra_1,168.34
Sabao em barra_1,168.48
Sabao em barra_1,170.1
Sabao em barra_1,170.75
Sabao em barra_1,169.77
Sabao em barra_1,169.61
Sabao em barra_1,171.09
Sabao em barra_1,171.47
Sabao em barra_1,170
Sabao em barra_1,168.2
Sabao em barra_1,167.57
Sabao em barra_1,167.93
Sabao em barra_1,169.43
Sabao em barra_1,169.99
Sabao em barra_1,170.5
Sabao em barra_1,171.01
Sabao em barra_1,169.89
Sabao em barra_1,168.87
Sabao em barra_1,169.13
Sabao em barra_1,167.99
Sabao em barra_1,167.81
Sabao em barra_1,169.26
Sabao em barra_1,170.98
Sabao em barra_1,170.43
Sabao em barra_1,169.23
Sabao em barra_1,168.65
Sabao em barra_1,169.09
Sabao em barra_1,167.54
Sabao em barra_1,168.41
Sabao em barra_1,168.45
Sabao em barra_1,168
Sabao em barra_1,167.91
Sabao em barra_1,168.83
Sabao em barra_1,169.72
Sabao em barra_1,169.75
Sabao em barra_1,169.41
Sabao em barra_1,169.59
Sabao em barra_1,168.47
Sabao em barra_1,167.31
Sabao em barra_1,168.07
Sabao em barra_1,169.49
Sabao em barra_1,170.79
Sabao em barra_1,171.14
Sabao em barra_1,169.79
Sabao em barra_1,167.57
Sabao em barra_1,167.38
Sabao em barra_1,167.56
Sabao em barra_1,168.32
Sabao em barra_1,167.87
Sabao em barra_1,168.8
Sabao em barra_1,168.17
Sabao em barra_1,166.69
Sabao em barra_1,167.11
Sabao em barra_1,168.53
Sabao em barra_1,170.18
Sabao em barra_1,171.23
Sabao em barra_1,170.8
Sabao em barra_1,170.95
Sabao em barra_1,170.23
Sabao em barra_1,169.2
Sabao em barra_1,168.87
Sabao em barra_1,167.73
Sabao em barra_1,169.38
Sabao em barra_1,171.07
Sabao em barra_1,168.14
Sabao em barra_1,166.27
Sabao em barra_1,167.17
Sabao em barra_1,166.3
Sabao em barra_1,166.53
Sabao em barra_1,167.96
Sabao em barra_1,169.69
Sabao em barra_1,170.4
Sabao em barra_1,169.18
Sabao em barra_1,168.66
Sabao em barra_1,166.74
Sabao em barra_1,165.78
Sabao em barra_1,167.37
Sabao em barra_1,168.73
Sabao em barra_1,170.05
Sabao em barra_1,170.53
Sabao em barra_1,168.96
Sabao em barra_1,168.99
Sabao em barra_1,168.33
Sabao em barra_1,167.25
Sabao em barra_1,167.84
Sabao em barra_1,167.39
Sabao em barra_1,166.16
Sabao em barra_1,168.82
Sabao em barra_1,169.82
Sabao em barra_1,169.44
Sabao em barra_1,169.04
Sabao em barra_1,169.11
Sabao em barra_1,169.18
Sabao em barra_1,168.06
Sabao em barra_1,167.52
Candida_1,161.08
Candida_1,160.05
Candida_1,160.5
Candida_1,159.07
Candida_1,158.35
Candida_1,159.78
Candida_1,161.19
Candida_1,161.11
Candida_1,159.75
Candida_1,158.43
Candida_1,159.31
Candida_1,161.02
Candida_1,160.21
Candida_1,160.46
Candida_1,160.18
Candida_1,158.56
Candida_1,156.24
Candida_1,157.75
Candida_1,157.75
Candida_1,159.05
Candida_1,159.97
Candida_1,160.72
Candida_1,161.72
Candida_1,161.19
Candida_1,162.18
Candida_1,160.83
Candida_1,159.57
Candida_1,158.05
Candida_1,157.94
Candida_1,159.57
Candida_1,161.33
Candida_1,162.05
Candida_1,162.76
Candida_1,161.37
Candida_1,157.83
Candida_1,157.41
Candida_1,159.36
Candida_1,160.77
Candida_1,160.83
Candida_1,160.69
Candida_1,159.56
Candida_1,159.52
Candida_1,159.39
Candida_1,159.19
Candida_1,158.8
Candida_1,159.35
Candida_1,160.61
Candida_1,160.97
Candida_1,160.19
Candida_1,158.22
Candida_1,158.93
Candida_1,158.57
Candida_1,160.47
Candida_1,161.27
Candida_1,162.5
Candida_1,163.02
Candida_1,161.58
Candida_1,159.66
Candida_1,158.31
Candida_1,158.23
Candida_1,161.93
Candida_1,162.4
Candida_1,161.01
Candida_1,160.25
Candida_1,161.41
Candida_1,161.59
Candida_1,161.83
Candida_1,160.66
Candida_1,161.53
Candida_1,160.53
Candida_1,160
Candida_1,159.87
Candida_1,161.69
Candida_1,160.4
Candida_1,159
Candida_1,157.6
Candida_1,156.46
Candida_1,157.02
Candida_1,158.87
Candida_1,160.8
Candida_1,160.26
Candida_1,158.8
Candida_1,161.16
Candida_1,161.28
Candida_1,161.17
Candida_1,159.98
Candida_1,160.04
Candida_1,157.87
Candida_1,157.15
Candida_1,158.87
Candida_1,162.57
Candida_1,163.24
Candida_1,163.36
Candida_1,163.51
Candida_1,161.85
Candida_1,161.44
Candida_1,162.02
Candida_1,162.17
Candida_1,161.26
Candida_1,161.2
Candida_1,161.47
Candida_1,160.91
Candida_1,160.07
Candida_1,159.09
Candida_1,157.68
Candida_1,158.41
Candida_1,160.59
Candida_1,163.49
Candida_1,164.07
Candida_1,164.05
Candida_1,162.44
Candida_1,159.73
Candida_1,160.77
Candida_1,160.61
Candida_1,160.78
Candida_1,160.93
Candida_1,162.48
Candida_1,160.32
Candida_1,155.95
Candida_1,156.39
Candida_1,159.13
Candida_1,163.01
Candida_1,164.49
Candida_1,163.63
Candida_1,161.21
Candida_1,158.25
Candida_1,157.89
Candida_1,159.87
Candida_1,162.05
Candida_1,162.56
Candida_1,161.68
Candida_1,158.26
Candida_1,156.44
Candida_1,158.51
Candida_1,160.87
Candida_1,163.91
Candida_1,165.11
Candida_1,163.97
Candida_1,160.97
Candida_1,158.62
Candida_1,158.68
Candida_1,159.37
Candida_1,160.08
Candida_1,162.93
Candida_1,163.23
Candida_1,162.25
Candida_1,163.17
Candida_1,159.4
Candida_1,159.51
Candida_1,159.64
